sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
101831,agnews_train_101831,1,2,1,Loyal treatment,"Kyle Boller knew as soon as Baltimore traded two picks to the Patriots on draft day in 2003 that they wanted him to be The Man.  quot;Nothing is given to you, quot; he said, but it was clear that the Ravens, who'd been through eight quarterbacks in seven years, weren't bringing Boller in as a seasonal temp.","Loyal treatment Kyle Boller knew as soon as Baltimore traded two picks to the Patriots on draft day in 2003 that they wanted him to be The Man.  quot;Nothing is given to you, quot; he said, but it was clear that the Ravens, who'd been through eight quarterbacks in seven years, weren't bringing Boller in as a seasonal temp.",train
42496,agnews_train_042496,0,1,0,Nfld woman buys  #36;17M lotto ticket after telling husband he got the wrong one (Canadian Press),"Canadian Press - MONCTON, N.B. (CP) - A woman from Newfoundland purchased a lottery ticket worth  #36;17.7 million Saturday, after scolding her husband for buying the wrong ticket.","Nfld woman buys  #36;17M lotto ticket after telling husband he got the wrong one (Canadian Press) Canadian Press - MONCTON, N.B. (CP) - A woman from Newfoundland purchased a lottery ticket worth  #36;17.7 million Saturday, after scolding her husband for buying the wrong ticket.",train
42118,agnews_train_042118,1,2,1,The Nation in Brief,"DENVER - Attorneys for Kobe Bryant have dropped their fight to seal investigative files compiled as part of the rape case against the NBA star but insist prosecutors open all records, including those that may clear their client.","The Nation in Brief DENVER - Attorneys for Kobe Bryant have dropped their fight to seal investigative files compiled as part of the rape case against the NBA star but insist prosecutors open all records, including those that may clear their client.",train
114767,agnews_train_114767,0,1,0,Suicide bombing claims 13 lives in Baghdad on anniversary of &lt;b&gt;...&lt;/b&gt;,"An al-Qaida-linked suicide bomber blew up his vehicle Monday near cars waiting to enter the Green Zone, home to the US Embassy and Iraq #39;s interim government, killing 13 Iraqis on the anniversary of Saddam Hussein #39;s capture.","Suicide bombing claims 13 lives in Baghdad on anniversary of &lt;b&gt;...&lt;/b&gt; An al-Qaida-linked suicide bomber blew up his vehicle Monday near cars waiting to enter the Green Zone, home to the US Embassy and Iraq #39;s interim government, killing 13 Iraqis on the anniversary of Saddam Hussein #39;s capture.",train
14767,agnews_train_014767,3,4,3,Longhorn Comes Up Short (washingtonpost.com),"washingtonpost.com - At long last, Microsoft has put a date on when it will release the next generation of its Windows operating system.  But the 2006 delivery of ""Longhorn"" will ship without the highly touted Windows File System feature, raising all sorts of questions about the future of the world's biggest software company.","Longhorn Comes Up Short (washingtonpost.com) washingtonpost.com - At long last, Microsoft has put a date on when it will release the next generation of its Windows operating system.  But the 2006 delivery of ""Longhorn"" will ship without the highly touted Windows File System feature, raising all sorts of questions about the future of the world's biggest software company.",train
21563,agnews_train_021563,3,4,3,"Netflix, TiVo Aim to Offer Online Service",Home entertainment trendsetters Netflix Inc. and TiVo Inc. hope to link up on a service that will use high-speed Internet connections to pipe DVD-quality movies into the homes of their mutual subscribers.,"Netflix, TiVo Aim to Offer Online Service Home entertainment trendsetters Netflix Inc. and TiVo Inc. hope to link up on a service that will use high-speed Internet connections to pipe DVD-quality movies into the homes of their mutual subscribers.",train
36796,agnews_train_036796,0,1,0,2 killed by suicide bomber at station,"JERUSALEM -- A Palestinian teenager blew herself up at a busy Jerusalem bus station yesterday, killing two Israeli policemen who stopped her for a security check and wounding 16 bystanders in an attack that evaded Israel's clampdown on the West Bank for the Jewish holidays.","2 killed by suicide bomber at station JERUSALEM -- A Palestinian teenager blew herself up at a busy Jerusalem bus station yesterday, killing two Israeli policemen who stopped her for a security check and wounding 16 bystanders in an attack that evaded Israel's clampdown on the West Bank for the Jewish holidays.",train
98341,agnews_train_098341,1,2,1,Fog delays start of play in Kanpur test,Dense fog delayed the start of the third day #39;s play in the first test between India and South Africa on Monday. The visibility was improving but the groundsmen were busy mopping ,Fog delays start of play in Kanpur test Dense fog delayed the start of the third day #39;s play in the first test between India and South Africa on Monday. The visibility was improving but the groundsmen were busy mopping,train
35918,agnews_train_035918,2,3,2,US rates won #39;t hit home,"THE decision by the US Federal Reserve to raise interest rates for the third month in a row would have little effect on the Reserve Bank of Australia #39;s deliberations on monetary policy, economists said yesterday.","US rates won #39;t hit home THE decision by the US Federal Reserve to raise interest rates for the third month in a row would have little effect on the Reserve Bank of Australia #39;s deliberations on monetary policy, economists said yesterday.",train
115174,agnews_train_115174,2,3,2,Finance: the Point of No Returns (Reuters),Reuters - (Linda Stern is a freelance writer who covers personal\finance issues for Reuters. Any opinions in the column are\solely those of Ms. Stern. You can e-mail her at\lindastern(at)aol.com.),Finance: the Point of No Returns (Reuters) Reuters - (Linda Stern is a freelance writer who covers personal\finance issues for Reuters. Any opinions in the column are\solely those of Ms. Stern. You can e-mail her at\lindastern(at)aol.com.),train
84969,agnews_train_084969,1,2,1,Mike Danton Sentenced to 7 1/2 Years,"Former St. Louis Blues Player Mike Danton Sentenced to 7 1/2 Years in Murder-For-Hire Plot. Bob Haar, attorney for former St. Louis Blues hockey player Michael Danton, talks with reporters after Danton was ","Mike Danton Sentenced to 7 1/2 Years Former St. Louis Blues Player Mike Danton Sentenced to 7 1/2 Years in Murder-For-Hire Plot. Bob Haar, attorney for former St. Louis Blues hockey player Michael Danton, talks with reporters after Danton was",train
19806,agnews_train_019806,0,1,0,"Kerry on Iraq: Wrong War, Wrong Place, Wrong Time (Reuters)","Reuters - Democratic presidential nominee\John Kerry on Monday called the invasion of Iraq ""the wrong war\in the wrong place at the wrong time"" and said his goal was to\withdraw U.S. troops in his first White House term.","Kerry on Iraq: Wrong War, Wrong Place, Wrong Time (Reuters) Reuters - Democratic presidential nominee\John Kerry on Monday called the invasion of Iraq ""the wrong war\in the wrong place at the wrong time"" and said his goal was to\withdraw U.S. troops in his first White House term.",train
113800,agnews_train_113800,1,2,1,NFL Game Summary - Cincinnati at New England,"Foxboro, MA (Sports Network) - Tom Brady went 18-of-26 for 260 yards with two touchdowns to lead New England to a 35-28 win over Cincinnati at Gillette Stadium.","NFL Game Summary - Cincinnati at New England Foxboro, MA (Sports Network) - Tom Brady went 18-of-26 for 260 yards with two touchdowns to lead New England to a 35-28 win over Cincinnati at Gillette Stadium.",train
90413,agnews_train_090413,0,1,0,The Limits Of Tolerance,A filmmaker is shot and stabbed to death in broad daylight on the edge of a city park. Streets fill with tens of thousands of angry protesters.,The Limits Of Tolerance A filmmaker is shot and stabbed to death in broad daylight on the edge of a city park. Streets fill with tens of thousands of angry protesters.,train
72280,agnews_train_072280,2,3,2,Rebound in Banks Helps Nikkei Stabilize," TOKYO (Reuters) - The Nikkei average was flat in  mid-morning trade on Tuesday, with a rise in bank shares and  insurers helping the Tokyo market stabilize after the  benchmark's slide to a five-month closing low the previous day.","Rebound in Banks Helps Nikkei Stabilize TOKYO (Reuters) - The Nikkei average was flat in  mid-morning trade on Tuesday, with a rise in bank shares and  insurers helping the Tokyo market stabilize after the  benchmark's slide to a five-month closing low the previous day.",train
16236,agnews_train_016236,2,3,2,Windows update prompts problems,The key security update for Windows XP looks set to cause trouble for thousands of firms reveals a survey.,Windows update prompts problems The key security update for Windows XP looks set to cause trouble for thousands of firms reveals a survey.,train
105609,agnews_train_105609,0,1,0,Swarms of locusts invade Canaries,An estimated 100 million locusts force tourists and locals to abandon beaches in the Canary Islands.,Swarms of locusts invade Canaries An estimated 100 million locusts force tourists and locals to abandon beaches in the Canary Islands.,train
26010,agnews_train_026010,0,1,0,Iran Plans to Resume Nuclear Enrichment, VIENNA (Reuters) - Iran said Monday it was losing patience  with U.N. inspections of its nuclear program and announced that  its agreement with the Europeans to halt uranium enrichment  would soon come to an end.,Iran Plans to Resume Nuclear Enrichment VIENNA (Reuters) - Iran said Monday it was losing patience  with U.N. inspections of its nuclear program and announced that  its agreement with the Europeans to halt uranium enrichment  would soon come to an end.,train
77726,agnews_train_077726,0,1,0,Bin Laden: U.S. Can Avoid Another Attack (AP),"AP - Osama bin Laden, publicly injecting himself into the campaign four days ahead of presidential elections, said in a videotape aired Friday that the United States can avoid another Sept. 11 attack if it stops threatening the security of Muslims.","Bin Laden: U.S. Can Avoid Another Attack (AP) AP - Osama bin Laden, publicly injecting himself into the campaign four days ahead of presidential elections, said in a videotape aired Friday that the United States can avoid another Sept. 11 attack if it stops threatening the security of Muslims.",train
42994,agnews_train_042994,1,2,1,Dottie Pepper to Join Golf Channel Next Year (AP),"AP - Two-time major champion Dottie Pepper is moving to the broadcast booth next year, signing a contract with The Golf Channel to be a lead analyst for its tournament coverage.","Dottie Pepper to Join Golf Channel Next Year (AP) AP - Two-time major champion Dottie Pepper is moving to the broadcast booth next year, signing a contract with The Golf Channel to be a lead analyst for its tournament coverage.",train
70073,agnews_train_070073,2,3,2,Various factors may take shine off stellar funds,"When you look at Sirius, the Dog Star, you #39;re actually seeing light that left the star 8.6 years ago. In the meantime, the star could have burst into a supernova or run off chasing the gargantuan Ford Galaxy.","Various factors may take shine off stellar funds When you look at Sirius, the Dog Star, you #39;re actually seeing light that left the star 8.6 years ago. In the meantime, the star could have burst into a supernova or run off chasing the gargantuan Ford Galaxy.",train
75469,agnews_train_075469,2,3,2,Novartis to share diabetes research,"Swiss drug giant Novartis SA said yesterday it is spending \$4 million to fund scientists performing diabetes research at Harvard University, the Massachusetts Institute of Technology, and the Broad Institute, and will make the findings public for other scientists to use.","Novartis to share diabetes research Swiss drug giant Novartis SA said yesterday it is spending \$4 million to fund scientists performing diabetes research at Harvard University, the Massachusetts Institute of Technology, and the Broad Institute, and will make the findings public for other scientists to use.",train
1559,agnews_train_001559,3,4,3,Matter of Time Before Tibet Lake Bursts -Official (Reuters),"Reuters - A Tibetan lake formed by a Himalayan\landslide is steadily rising and will sooner or later burst its\banks and flood a valley in neighboring India, a Chinese\official said on Tuesday.","Matter of Time Before Tibet Lake Bursts -Official (Reuters) Reuters - A Tibetan lake formed by a Himalayan\landslide is steadily rising and will sooner or later burst its\banks and flood a valley in neighboring India, a Chinese\official said on Tuesday.",train
53321,agnews_train_053321,0,1,0,Britain: Weapons Report Proves Hussein Was a Threat,Britain says a CIA report that concludes Iraq had no weapons of mass destruction before the US-led invasion last year nonetheless confirms that Iraqi leader Saddam Hussein posed a threat that could not be ignored.,Britain: Weapons Report Proves Hussein Was a Threat Britain says a CIA report that concludes Iraq had no weapons of mass destruction before the US-led invasion last year nonetheless confirms that Iraqi leader Saddam Hussein posed a threat that could not be ignored.,train
59505,agnews_train_059505,1,2,1,Trail Blazers Suspend Woods," PORTLAND, Ore., (Sports Network) - Portland Trail Blazers  forward Qyntel Woods was suspended without pay pending the  club's investigation regarding allegations by Multnomah County  for dog abandonment and by Clackamas County for dog fighting.","Trail Blazers Suspend Woods PORTLAND, Ore., (Sports Network) - Portland Trail Blazers  forward Qyntel Woods was suspended without pay pending the  club's investigation regarding allegations by Multnomah County  for dog abandonment and by Clackamas County for dog fighting.",train
25536,agnews_train_025536,2,3,2,Idaho Hot Potato: Tech Companies,"A sparsely populated western state best known for potatoes is becoming a magnet for tech entrepreneurs. The slow pace, absence of traffic and low-rise landscape has helped lure 800 tech companies to the state.","Idaho Hot Potato: Tech Companies A sparsely populated western state best known for potatoes is becoming a magnet for tech entrepreneurs. The slow pace, absence of traffic and low-rise landscape has helped lure 800 tech companies to the state.",train
28146,agnews_train_028146,3,4,3,pSeries Dedicated Linux Servers,"Last Month saw IBM launch a range of very high performance, very cost effective Unix servers with the release of its latest pSeries machines.","pSeries Dedicated Linux Servers Last Month saw IBM launch a range of very high performance, very cost effective Unix servers with the release of its latest pSeries machines.",train
87009,agnews_train_087009,2,3,2,FCC Wants No State Strings Attached to VoIP,"The FCC has ruled against state regulation of voice-over-IP phone services, saying that disparate state regulations would slow their rollout.","FCC Wants No State Strings Attached to VoIP The FCC has ruled against state regulation of voice-over-IP phone services, saying that disparate state regulations would slow their rollout.",train
100760,agnews_train_100760,3,4,3,US and 7 Countries Weigh New Findings on Arctic Climate,The United States and the seven other countries with Arctic territory today expressed concern about profound changes in the Arctic climate and said they would consider new scientific findings ,US and 7 Countries Weigh New Findings on Arctic Climate The United States and the seven other countries with Arctic territory today expressed concern about profound changes in the Arctic climate and said they would consider new scientific findings,train
74694,agnews_train_074694,2,3,2,Oil Prices Boost Profit at ConocoPhillips (Reuters),Reuters - Oil prices at record highs sent\quarterly profits up at ConocoPhillips  and two other\top U.S. producers on Wednesday.,Oil Prices Boost Profit at ConocoPhillips (Reuters) Reuters - Oil prices at record highs sent\quarterly profits up at ConocoPhillips  and two other\top U.S. producers on Wednesday.,train
55198,agnews_train_055198,0,1,0,UN adopts resolution to intensify global anti-terror campaign,"The United Nations Security Council unanimously adopted a resolution on Friday calling on states to strengthen cooperation in the fight against terrorism, including extraditing ","UN adopts resolution to intensify global anti-terror campaign The United Nations Security Council unanimously adopted a resolution on Friday calling on states to strengthen cooperation in the fight against terrorism, including extraditing",train
65930,agnews_train_065930,0,1,0,"Lebanon PM Resigns, Says Will Not Head New Govt.", BEIRUT (Reuters) - Lebanon's Prime Minister Rafik al-Hariri  submitted his cabinet's resignation Wednesday and said he would  not form a new government.,"Lebanon PM Resigns, Says Will Not Head New Govt. BEIRUT (Reuters) - Lebanon's Prime Minister Rafik al-Hariri  submitted his cabinet's resignation Wednesday and said he would  not form a new government.",train
80725,agnews_train_080725,1,2,1,PGA Taps Tom,"PALM BEACH GARDENS, Fla. -- Tom Lehman, a member of three Ryder Cup Teams and winner of the 1996 British Open Championship, has been selected by The Professional Golfers #39; Association of America to captain the 2006 US Ryder Cup Team.","PGA Taps Tom PALM BEACH GARDENS, Fla. -- Tom Lehman, a member of three Ryder Cup Teams and winner of the 1996 British Open Championship, has been selected by The Professional Golfers #39; Association of America to captain the 2006 US Ryder Cup Team.",train
84852,agnews_train_084852,2,3,2,Fed to Raise US Rates to Underpin Steady Growth,Another hike in US interest rates is seen as a certainty when Federal Reserve policy-makers meet on Wednesday -- a step on the march toward a level of rates necessary to underpin long-term expansion.,Fed to Raise US Rates to Underpin Steady Growth Another hike in US interest rates is seen as a certainty when Federal Reserve policy-makers meet on Wednesday -- a step on the march toward a level of rates necessary to underpin long-term expansion.,train
17047,agnews_train_017047,3,4,3,"Finally, a Car That Talks Back",The geographically challenged need no longer feel shame. Men (and women) who lose their way will be able to safely ask for directions without having to stop (gasp) at a gas station.,"Finally, a Car That Talks Back The geographically challenged need no longer feel shame. Men (and women) who lose their way will be able to safely ask for directions without having to stop (gasp) at a gas station.",train
8452,agnews_train_008452,1,2,1,Ryu remain modest and hard-working after Olympic victory,Newly crowned men #39;s table tennis champion Ryu Seung Min never expected he became the man who created history at the Olympic Games.,Ryu remain modest and hard-working after Olympic victory Newly crowned men #39;s table tennis champion Ryu Seung Min never expected he became the man who created history at the Olympic Games.,train
8006,agnews_train_008006,3,4,3,Wi-Fi brings broadband to rural Washington,SAN FRANCISCO - Technologies that extend the range of Wi-Fi wireless LANs are making that low-priced technology an option for broadband Internet access in U.S. rural areas with limited broadband options.,Wi-Fi brings broadband to rural Washington SAN FRANCISCO - Technologies that extend the range of Wi-Fi wireless LANs are making that low-priced technology an option for broadband Internet access in U.S. rural areas with limited broadband options.,train
32082,agnews_train_032082,3,4,3,Lycos Scraps Anti-Spam Screensaver,"A contentious campaign to bump up the bandwidth bills of spammers by flooding their sites with data has been dropped. Lycos Europe #39;s Make Love, Not Spam campaign began in late November but its tactics proved controversial.","Lycos Scraps Anti-Spam Screensaver A contentious campaign to bump up the bandwidth bills of spammers by flooding their sites with data has been dropped. Lycos Europe #39;s Make Love, Not Spam campaign began in late November but its tactics proved controversial.",train
39616,agnews_train_039616,2,3,2,Cable  amp; Wireless sets up US\$1m relief fund,"THE LEADING communications provider in the Caribbean, Cable  amp; Wireless, has announced the establishment of a US\$1 million relief fund to assist victims of Hurricane Ivan.","Cable  amp; Wireless sets up US\$1m relief fund THE LEADING communications provider in the Caribbean, Cable  amp; Wireless, has announced the establishment of a US\$1 million relief fund to assist victims of Hurricane Ivan.",train
51607,agnews_train_051607,3,4,3,Senate Wants Database Dragnet,Lawmakers may soon pass a bill that would set up a huge network of databases that law enforcement officials could tap to find terrorists. But that kind of unfettered access to data about Americans raises eyebrows. By Ryan Singel.,Senate Wants Database Dragnet Lawmakers may soon pass a bill that would set up a huge network of databases that law enforcement officials could tap to find terrorists. But that kind of unfettered access to data about Americans raises eyebrows. By Ryan Singel.,train
51467,agnews_train_051467,2,3,2,Morning Briefing,"The head of Fannie Mae is sure to come under fire when he testifies before Congress today. At a Capitol Hill hearing, Franklin Raines is scheduled to make his first public comments since an accounting scandal surfaced last month at the mortgage giant.","Morning Briefing The head of Fannie Mae is sure to come under fire when he testifies before Congress today. At a Capitol Hill hearing, Franklin Raines is scheduled to make his first public comments since an accounting scandal surfaced last month at the mortgage giant.",train
116553,agnews_train_116553,0,1,0,Australia alert on Indonesia attack,"Australia warns that terrorists could be preparing an attack in Indonesia, possibly targeting a Hilton hotel.","Australia alert on Indonesia attack Australia warns that terrorists could be preparing an attack in Indonesia, possibly targeting a Hilton hotel.",train
34497,agnews_train_034497,0,1,0,Fears grow for hostages in Iraq,Fears grow for two Western hostages in Iraq following the beheading of their fellow captive.,Fears grow for hostages in Iraq Fears grow for two Western hostages in Iraq following the beheading of their fellow captive.,train
106014,agnews_train_106014,1,2,1,"If Irish lure Meyer, it all changes at UF","GAINESVILLE - In a six-hour period Tuesday, Tyrone Willingham #39;s dismissal at Notre Dame and Butch Davis #39; resignation from the Cleveland Browns turned upside down the University of Florida #39;s search for a football coach.","If Irish lure Meyer, it all changes at UF GAINESVILLE - In a six-hour period Tuesday, Tyrone Willingham #39;s dismissal at Notre Dame and Butch Davis #39; resignation from the Cleveland Browns turned upside down the University of Florida #39;s search for a football coach.",train
54504,agnews_train_054504,1,2,1,Cricket: Follow-on shy Aussies lead India by 355 runs,"BANGALORE, India : Hosts India braced themselves for a harrowing chase on a wearing wicket in the first Test after Australia declined to enforce the follow-on here.","Cricket: Follow-on shy Aussies lead India by 355 runs BANGALORE, India : Hosts India braced themselves for a harrowing chase on a wearing wicket in the first Test after Australia declined to enforce the follow-on here.",train
10554,agnews_train_010554,3,4,3,Rbot puts the eye in virus,A PEEPING Tom virus that allows hackers to turn on a computer #39;s webcam and microphone and spy on users is spreading through the Internet and local computer networks.,Rbot puts the eye in virus A PEEPING Tom virus that allows hackers to turn on a computer #39;s webcam and microphone and spy on users is spreading through the Internet and local computer networks.,train
30241,agnews_train_030241,0,1,0,Briton seized in latest Baghdad kidnap,A BRITISH man and two Americans were kidnapped at dawn yesterday in an affluent Baghdad suburb after their guard failed to turn up for work.,Briton seized in latest Baghdad kidnap A BRITISH man and two Americans were kidnapped at dawn yesterday in an affluent Baghdad suburb after their guard failed to turn up for work.,train
92364,agnews_train_092364,2,3,2,Visa and MasterCard sued by American Express,"Visa, MasterCard and eight banks have been sued by American Express for anti-competitive practices that led to damages as around 20,000 US banks were not able to use AE credit card products.","Visa and MasterCard sued by American Express Visa, MasterCard and eight banks have been sued by American Express for anti-competitive practices that led to damages as around 20,000 US banks were not able to use AE credit card products.",train
84298,agnews_train_084298,2,3,2,Netherlands brings me luck: Manmohan Singh:,"World News: The Hague, Nov 8 : Indian Prime Minister Manmohan Singh says a visit to the Netherlands brought him luck. It was on his return from a visit to this country in 1991 that he was called upon to ","Netherlands brings me luck: Manmohan Singh: World News: The Hague, Nov 8 : Indian Prime Minister Manmohan Singh says a visit to the Netherlands brought him luck. It was on his return from a visit to this country in 1991 that he was called upon to",train
54500,agnews_train_054500,1,2,1,Farina aware draw would be disastrous,Socceroo goalkeeper Mark Schwarzer poses in front of a set of makeshift goal posts in the Solomon Islands. Photo: Tim Clayton. Australian coach Frank Farina last night admitted anything ,Farina aware draw would be disastrous Socceroo goalkeeper Mark Schwarzer poses in front of a set of makeshift goal posts in the Solomon Islands. Photo: Tim Clayton. Australian coach Frank Farina last night admitted anything,train
8826,agnews_train_008826,2,3,2,"BMO enjoys big profit jump, softens economic forecast",Bank of Montreal kicked off earnings season for Canada #39;s big banks on Tuesday with a 30-per-cent jump in profits driven by strong gains at both its retail and investment banking operations.,"BMO enjoys big profit jump, softens economic forecast Bank of Montreal kicked off earnings season for Canada #39;s big banks on Tuesday with a 30-per-cent jump in profits driven by strong gains at both its retail and investment banking operations.",train
100689,agnews_train_100689,1,2,1,S.C. Assistants Asked to Stay on Staff (AP),"AP - Three of Lou Holtz's assistant coaches will remain at South Carolina under new coach Steve Spurrier, though their assignments may change.","S.C. Assistants Asked to Stay on Staff (AP) AP - Three of Lou Holtz's assistant coaches will remain at South Carolina under new coach Steve Spurrier, though their assignments may change.",train
48748,agnews_train_048748,2,3,2,Nikkei Up 2.5 Pct in Afternoon, TOKYO (Reuters) - Tokyo's Nikkei average jumped 2.5 percent  by mid-afternoon on Monday as semiconductor-related stocks such  as Advantest Corp. mirrored a rally by their U.S. peers while  banks and brokerages extended last week's gains.,Nikkei Up 2.5 Pct in Afternoon TOKYO (Reuters) - Tokyo's Nikkei average jumped 2.5 percent  by mid-afternoon on Monday as semiconductor-related stocks such  as Advantest Corp. mirrored a rally by their U.S. peers while  banks and brokerages extended last week's gains.,train
110084,agnews_train_110084,0,1,0,French Court Convicts Mitterrand Son of Tax Fraud, PARIS (Reuters) - A French court Wednesday found the eldest  son of former French President Francois Mitterrand guilty of  tax fraud and sentenced him to a suspended 30-month prison  sentence.,French Court Convicts Mitterrand Son of Tax Fraud PARIS (Reuters) - A French court Wednesday found the eldest  son of former French President Francois Mitterrand guilty of  tax fraud and sentenced him to a suspended 30-month prison  sentence.,train
75261,agnews_train_075261,0,1,0,Iran nuclear talks report progress,"Progress was reported in Vienna Wednesday on the talks over Iran #39;s nuclear program but details were not available. Negotiators for Britain, Germany and France met with Iranians to discuss the issue, CNN reported.","Iran nuclear talks report progress Progress was reported in Vienna Wednesday on the talks over Iran #39;s nuclear program but details were not available. Negotiators for Britain, Germany and France met with Iranians to discuss the issue, CNN reported.",train
103808,agnews_train_103808,3,4,3,Online commons to spark debate,"eBay could be a good model for \government-backed online communities,  says a UK think-tank.","Online commons to spark debate eBay could be a good model for \government-backed online communities,  says a UK think-tank.",train
76506,agnews_train_076506,1,2,1,Sao Caetano #39;s Serginho Dies After Heart Attack in Soccer Match,"Serginho, a 30-year-old defender, died after suffering a heart attack while playing for Sao Caetano in a Brazilian first-division soccer game against Sao Paulo yesterday, his team said.","Sao Caetano #39;s Serginho Dies After Heart Attack in Soccer Match Serginho, a 30-year-old defender, died after suffering a heart attack while playing for Sao Caetano in a Brazilian first-division soccer game against Sao Paulo yesterday, his team said.",train
35216,agnews_train_035216,0,1,0,Giambi Ends Slump As Yanks Beat Blue Jays,"NEW YORK - Jason Giambi homered to end the longest slump of his career and Esteban Loaiza finally earned his 100th career victory and first for the Yankees, leading New York over the Toronto Blue Jays 5-3 Tuesday night.    Gary Sheffield hit his 36th home run two days after getting a pair of cortisone shots...","Giambi Ends Slump As Yanks Beat Blue Jays NEW YORK - Jason Giambi homered to end the longest slump of his career and Esteban Loaiza finally earned his 100th career victory and first for the Yankees, leading New York over the Toronto Blue Jays 5-3 Tuesday night.    Gary Sheffield hit his 36th home run two days after getting a pair of cortisone shots...",train
58161,agnews_train_058161,0,1,0,Volkswagen Negotiators Renew Wage Talks (AP),"AP - Negotiators for Volkswagen and its unionized employees began a third round of crucial wage talks in Hanover on Tuesday, with the company pressing its demand for a wage freeze and the union seeking job guarantees and a wage increase of 4 percent annually.","Volkswagen Negotiators Renew Wage Talks (AP) AP - Negotiators for Volkswagen and its unionized employees began a third round of crucial wage talks in Hanover on Tuesday, with the company pressing its demand for a wage freeze and the union seeking job guarantees and a wage increase of 4 percent annually.",train
4499,agnews_train_004499,2,3,2,Global LCD Oversupply to Peak in Q3," SEOUL (Reuters) - A global oversupply of large-sized liquid  crystal displays (LCDs) is forecast to peak in the third  quarter of this year, but it will balance out by the fourth  quarter, a U.S.-based research firm said on Friday.","Global LCD Oversupply to Peak in Q3 SEOUL (Reuters) - A global oversupply of large-sized liquid  crystal displays (LCDs) is forecast to peak in the third  quarter of this year, but it will balance out by the fourth  quarter, a U.S.-based research firm said on Friday.",train
34394,agnews_train_034394,3,4,3,AMD Opteron is reved up with PowerNow technology,AMD said its Opteron processor will be bolstered by power management technology that will decrease overall power consumption and optimize performance in enterprise server systems.,AMD Opteron is reved up with PowerNow technology AMD said its Opteron processor will be bolstered by power management technology that will decrease overall power consumption and optimize performance in enterprise server systems.,train
100556,agnews_train_100556,1,2,1,Cincinnati QB Might Miss Louisville Game (AP),"AP - Cincinnati star quarterback Gino Guidugli broke a bone in his throwing hand when he slipped outside his home, and he might miss Saturday's game at No. 7 Louisville.","Cincinnati QB Might Miss Louisville Game (AP) AP - Cincinnati star quarterback Gino Guidugli broke a bone in his throwing hand when he slipped outside his home, and he might miss Saturday's game at No. 7 Louisville.",train
65145,agnews_train_065145,2,3,2,Intel Cuts Mobile Processor Prices,"Intel Corp. trimmed the prices of its mobile processor lines on Sunday, lowering the prices of both its Pentium M microprocessors and members of its Centrino platform.","Intel Cuts Mobile Processor Prices Intel Corp. trimmed the prices of its mobile processor lines on Sunday, lowering the prices of both its Pentium M microprocessors and members of its Centrino platform.",train
44605,agnews_train_044605,3,4,3,\$10 million is just one flight away,The first private manned rocket glided into space a second time and returned to Earth after recovering from a wild roll on its ascent on Wednesday in a bid to earn the \$10 million Ansari X Prize.,\$10 million is just one flight away The first private manned rocket glided into space a second time and returned to Earth after recovering from a wild roll on its ascent on Wednesday in a bid to earn the \$10 million Ansari X Prize.,train
117604,agnews_train_117604,1,2,1,Billups keys Pistons win at MSG,"Instinct took over when Chauncey Billups grabbed a long rebound with 4.9 seconds left. Normally, he #39;d call a timeout and let coach Larry Brown design the final play.","Billups keys Pistons win at MSG Instinct took over when Chauncey Billups grabbed a long rebound with 4.9 seconds left. Normally, he #39;d call a timeout and let coach Larry Brown design the final play.",train
63620,agnews_train_063620,0,1,0,US Request For British Redeployment Poses Dilemma For London,The United States has made a controversial request to Britain to re-deploy some of its troops in Iraq. The request would involve moving hundreds of British troops from their relatively calm zone in southern ,US Request For British Redeployment Poses Dilemma For London The United States has made a controversial request to Britain to re-deploy some of its troops in Iraq. The request would involve moving hundreds of British troops from their relatively calm zone in southern,train
45807,agnews_train_045807,3,4,3,Dell to Sell More Security-Proofed Business Hardware,"New ServGate hardware, starting at less than \$1000, has integrated antivirus, spam filtering, and other security features.","Dell to Sell More Security-Proofed Business Hardware New ServGate hardware, starting at less than \$1000, has integrated antivirus, spam filtering, and other security features.",train
86227,agnews_train_086227,0,1,0,Fusion reactor decision must wait,The six nations planning to build the world #39;s biggest nuclear fusion reactor ended their latest meeting with no agreement on a site for the facility.,Fusion reactor decision must wait The six nations planning to build the world #39;s biggest nuclear fusion reactor ended their latest meeting with no agreement on a site for the facility.,train
61753,agnews_train_061753,3,4,3,Space Station Crew Blast Off from Kazakh Steppe (Reuters),Reuters - A Russian rocket carrying\a U.S.-Russian space crew on a two-day flight to the\International Space Station blasted off from the Baikonur\cosmodrome in Kazakhstan early Thursday.,Space Station Crew Blast Off from Kazakh Steppe (Reuters) Reuters - A Russian rocket carrying\a U.S.-Russian space crew on a two-day flight to the\International Space Station blasted off from the Baikonur\cosmodrome in Kazakhstan early Thursday.,train
12774,agnews_train_012774,1,2,1,PREVIEW-Open-Agassi ready for one final flourish,"When Andre Agassi withdrew from Wimbledon with a hip injury earlier this year, it seemed as if the career of one of the most charismatic players in the history of the game was nearing its end.","PREVIEW-Open-Agassi ready for one final flourish When Andre Agassi withdrew from Wimbledon with a hip injury earlier this year, it seemed as if the career of one of the most charismatic players in the history of the game was nearing its end.",train
